	eCO2-1	eCO2-2	eCO2-3	eCO2-4	eCO2-5	eCO2-6
PASV5908	0	0	0	0	0	0
PASV5173	0	0	0	0	0	0.000117962
PASV2798	0	0	0	0	0	0
PASV6636	0	0	0	0	7.86E-05	0
PASV5879	0	0	0	0	0	0
PASV8966	0	0.000157282	0	0	0	0
PASV5086	0	0	0	0	0	0.000157282
PASV5902	0	0	0	0	0	0
PASV1693	0	0	0	0	0	0
PASV4425	0	0	0	0	0	0
PASV4393	0	0	0	0	0	0
PASV8290	0.000117962	0	0	0	0	0
PASV5887	0	0	0	0	0	0
PASV4434	0	0	0	0	0	0
PASV8040	0	0	3.93E-05	7.86E-05	0	0
PASV7198	0	0	0	0	0	0
PASV8969	0	0.000117962	0	0	0	0
PASV5904	0	0	0	0	0	0
PASV8283	0.000157282	0	0	0	0	0
PASV4436	0	0	0	0	0	0
PASV1785	0	0	0	0	0	0
PASV4410	0	0	0	0	0	0
PASV9445	0	0	0	7.86E-05	0	0
PASV7189	0	0	0	0	0	0
PASV8280	0.000157282	0	0	0	0	0
PASV8962	0	0.000157282	0	0	0	0
PASV5167	0	0	0	0	0	0.000157282
PASV7769	0	0	0.000117962	0	0	0
PASV8279	7.86E-05	0	0	0	0	0
PASV7718	0	0	0.000117962	0	0	0
PASV1738	0	0	0	0	0	0
PASV5872	0	0	0	0	0	0
PASV7764	0	0	7.86E-05	0	0	0
PASV9001	0	0.000117962	0	0	0	0
PASV4362	0	0	0	0	0	0
PASV7746	0	0	0.000157282	0	0	0
PASV5163	0	0	0	0	0	7.86E-05
PASV5142	0	0	0	0	0	0.000117962
PASV6642	0	0	0	0	7.86E-05	0
PASV3574	0	0	0	0	0	0
PASV8021	0	0	7.86E-05	0	0	0
PASV9439	0	0	0	0.000117962	0	0
PASV1694	0	0	0	0	0	0
PASV6601	0	0	0	0	0.000157282	0
PASV2182	0	0	3.93E-05	0	0	0
PASV8973	0	0.000117962	0	0	0	0
PASV7726	0	0	0.000117962	0	0	0
PASV2800	0	0	0	0	0	0
PASV9438	0	0	0	0.000157282	0	0
PASV6584	0	0	0	0	0.000157282	0
PASV6620	0	0	0	0	0.000117962	0
PASV9484	0	0	0	0.000157282	0	0
PASV6588	0	0	0	0	0.000117962	0
PASV8300	0.000157282	0	0	0	0	0
PASV4392	0	0	0	0	0	0
PASV8992	0	0.000157282	0	0	0	0
PASV7202	0	0	0	0	0	0
PASV5844	0	0	0	0	0	0
PASV2737	0	0	0	0	0	0
PASV8295	7.86E-05	0	0	0	0	0
PASV2768	0	0	0	0	0	0
PASV5103	0	0	0	0	0	0.000117962
PASV2802	0	0	0	0	0	0
PASV7744	0	0	7.86E-05	0	0	0
PASV3601	0	0	0	0	0	0
PASV5925	0	0	0	0	0	0
PASV7151	0	0	0	0	0	0
PASV7760	0	0	7.86E-05	0	0	0
PASV5880	0	0	0	0	0	0
PASV5144	0	0	0	0	0	7.86E-05
PASV5150	0	0	0	0	0	0.000117962
PASV5146	0	0	0	0	0	0.000117962
PASV5912	0	0	0	0	0	0
PASV6615	0	0	0	0	3.93E-05	0
PASV6647	0	0	0	0	7.86E-05	0
PASV5183	0	0	0	0	0	0.000157282
PASV1760	0	0	0	0	0	0
PASV8298	0.000157282	0	0	0	0	0
PASV6586	0	0	0	0	0.000157282	0
PASV8972	0	0.000117962	0	0	0	0
PASV6644	0	0	0	0	3.93E-05	0
PASV6649	0	0	0	0	7.86E-05	0
PASV3580	0	0	0	0	0	0
PASV2744	0	0	0	0	0	0
PASV9495	0	0	0	0.000157282	0	0
PASV9471	0	0	0	0.000117962	0	0
PASV3594	0	0	0	0	0	0
PASV5929	0	0	0	0	0	0
PASV9483	0	0	0	7.86E-05	0	0
PASV9002	0	0.000117962	0	0	0	0
PASV6617	0	0	0	0	7.86E-05	0
PASV8979	0	0.000157282	0	0	0	0
PASV5876	0	0	0	0	0	0
PASV3618	0	0	0	0	0	0
PASV7717	0	0	0.000157282	0	0	0
PASV2953	0	0	0	0	0	0
PASV4472	0	0	0	0	0	0
PASV6748	0	0	0	0	0.000117962	0
PASV6080	0	0	0	0	0	0
PASV7842	0	0	0.000117962	0	0	0
PASV7324	0	0	0	0	0	0
PASV7273	0	0	0	0	0	0
PASV9539	0	0	0	7.86E-05	0	0
PASV9106	0	3.93E-05	0	0	0	0
PASV7289	0	0	0	0	0	0
PASV1933	0	0	0	0	0	0
PASV7857	0	0	0.000117962	0	0	0
PASV9056	0	7.86E-05	0	0	0	0
PASV8408	0.000117962	0	0	0	0	0
PASV4573	0	0	0	0	0	0
PASV1900	0	0	0	0	0	0
PASV7255	0	0	0	0	0	0
PASV1987	0	0	0	0	0	0
PASV5310	0	0	0	0	0	7.86E-05
PASV6042	0	0	0	0	0	0
PASV8393	0.000117962	0	0	0	0	0
PASV3768	0	0	0	0	0	0
PASV9587	0	0	0	0.000117962	0	0
PASV2034	0	0	0	0	0	0
PASV2014	0	0	0	0	0	0
PASV6732	0	0	0	0	7.86E-05	0
PASV1855	0	0	0	0	0	0
PASV6675	0	0	0	0	0.000117962	0
PASV2976	0	0	0	0	0	0
PASV9578	0	0	0	7.86E-05	0	0
PASV9014	0	7.86E-05	0	0	0	0
PASV7247	0	0	0	0	0	0
PASV8449	7.86E-05	0	0	0	0	0
PASV6757	0	0	0	0	7.86E-05	0
PASV9102	0	3.93E-05	0	0	0	0
PASV7294	0	0	0	0	0	0
PASV5319	0	0	0	0	0	0.000117962
PASV5970	0	0	0	0	0	0
PASV1873	0	0	0	0	0	0
PASV2969	0	0	0	0	0	0
PASV7869	0	0	3.93E-05	0	0	0
PASV2035	0	0	0	0	0	0
PASV7795	0	0	0.000117962	0	0	0
PASV7824	0	0	3.93E-05	0	0	0
PASV6743	0	0	0	0	7.86E-05	0
PASV7321	0	0	0	0	0	0
PASV5984	0	0	0	0	0	0
PASV5253	0	0	0	0	0	7.86E-05
PASV6737	0	0	0	0	7.86E-05	0
PASV9529	0	0	0	7.86E-05	0	0
PASV9052	0	7.86E-05	0	0	0	0
PASV6030	0	0	0	0	0	0
PASV8445	0.000117962	0	0	0	0	0
PASV9060	0	0.000117962	0	0	0	0
PASV3749	0	0	0	0	0	0
PASV7292	0	0	0	0	0	0
PASV7876	0	0	7.86E-05	0	0	0
PASV4504	0	0	0	0	0	0
PASV5260	0	0	0	0	0	7.86E-05
PASV3737	0	0	0	0	0	0
PASV7805	0	0	3.93E-05	0	0	0
PASV6756	0	0	0	0	0.000117962	0
PASV6049	0	0	0	0	0	0
PASV2882	0	0	0	0	0	0
PASV9103	0	7.86E-05	0	0	0	0
PASV6661	0	0	0	0	0.000117962	0
PASV2961	0	0	0	0	0	0
PASV7238	0	0	0	0	0	0
PASV9090	0	0.000117962	0	0	0	0
PASV6017	0	0	0	0	0	0
PASV1925	0	0	0	0	0	0
PASV7812	0	0	0.000117962	0	0	0
PASV8453	0.000117962	0	0	0	0	0
PASV5188	0	0	0	0	0	7.86E-05
PASV4527	0	0	0	0	0	0
PASV9098	0	0.000117962	0	0	0	0
PASV5221	0	0	0	0	0	7.86E-05
PASV2965	0	0	0	0	0	0
PASV7844	0	0	0.000117962	0	0	0
PASV7318	0	0	0	0	0	0
PASV6067	0	0	0	0	0	0
PASV4526	0	0	0	0	0	0
PASV7297	0	0	0	0	0	0
PASV8348	0.000117962	0	0	0	0	0
PASV1990	0	0	0	0	0	0
PASV9556	0	0	0	3.93E-05	0	0
PASV9035	0	7.86E-05	0	0	0	0
PASV6735	0	0	0	0	0.000117962	0
PASV3732	0	0	0	0	0	0
PASV7815	0	0	0.000117962	0	0	0
PASV6091	0	0	0	0	0	0
PASV4564	0	0	0	0	0	0
PASV6694	0	0	0	0	7.86E-05	0
PASV4575	0	0	0	0	0	0
PASV1959	0	0	0	0	0	0
PASV7866	0	0	7.86E-05	0	0	0
PASV9504	0	0	0	0.000117962	0	0
PASV3738	0	0	0	0	0	0
PASV8340	0.000117962	0	0	0	0	0
PASV4556	0	0	0	0	0	0
PASV7813	0	0	3.93E-05	0	0	0
PASV7819	0	0	7.86E-05	0	0	0
PASV4471	0	0	0	0	0	0
PASV7868	0	0	0.000117962	0	0	0
PASV6043	0	0	0	0	0	0
PASV9092	0	0.000117962	0	0	0	0
PASV7208	0	0	0	0	0	0
PASV6092	0	0	0	0	0	0
PASV1981	0	0	0	0	0	0
PASV6765	0	0	0	0	3.93E-05	0
PASV1967	0	0	0	0	0	0
PASV9083	0	7.86E-05	0	0	0	0
PASV8460	0.000117962	0	0	0	0	0
PASV7830	0	0	3.93E-05	0	0	0
PASV5973	0	0	0	0	0	0
PASV6752	0	0	0	0	3.93E-05	0
PASV7862	0	0	7.86E-05	0	0	0
PASV4547	0	0	0	0	0	0
PASV4501	0	0	0	0	0	0
PASV9059	0	0.000117962	0	0	0	0
PASV3772	0	0	0	0	0	0
PASV4530	0	0	0	0	0	0
PASV8318	0.000117962	0	0	0	0	0
PASV5998	0	0	0	0	0	0
PASV6027	0	0	0	0	0	0
PASV7262	0	0	0	0	0	0
PASV5295	0	0	0	0	0	7.86E-05
PASV4470	0	0	0	0	0	0
PASV8308	0.000117962	0	0	0	0	0
PASV6028	0	0	0	0	0	0
PASV5305	0	0	0	0	0	7.86E-05
PASV2898	0	0	0	0	0	0
PASV1852	0	0	0	0	0	0
PASV7236	0	0	0	0	0	0
PASV8342	0.000117962	0	0	0	0	0
PASV7826	0	0	0.000117962	0	0	0
PASV1847	0	0	0	0	0	0
PASV2899	0	0	0	0	0	0
PASV7312	0	0	0	0	0	0
PASV4550	0	0	0	0	0	0
PASV3646	0	0	0	0	0	0
PASV9045	0	7.86E-05	0	0	0	0
PASV6674	0	0	0	0	7.86E-05	0
PASV9100	0	7.86E-05	0	0	0	0
PASV8375	0.000117962	0	0	0	0	0
PASV8417	7.86E-05	0	0	0	0	0
PASV9057	0	0.000117962	0	0	0	0
PASV7325	0	0	0	0	0	0
PASV1949	0	0	0	0	0	0
PASV9027	0	7.86E-05	0	0	0	0
PASV6082	0	0	0	0	0	0
PASV4572	0	0	0	0	0	0
PASV6768	0	0	0	0	0.000117962	0
PASV7855	0	0	7.86E-05	0	0	0
PASV7858	0	0	7.86E-05	0	0	0
PASV9043	0	0.000117962	0	0	0	0
PASV7251	0	0	0	0	0	0
PASV9534	0	0	0	0.000117962	0	0
PASV9054	0	3.93E-05	0	0	0	0
PASV2922	0	0	0	0	0	0
PASV4560	0	0	0	0	0	0
PASV1940	0	0	0	0	0	0
PASV9087	0	0.000117962	0	0	0	0
PASV9099	0	0.000117962	0	0	0	0
PASV9535	0	0	0	0.000117962	0	0
PASV8392	7.86E-05	0	0	0	0	0
PASV9570	0	0	0	7.86E-05	0	0
PASV7203	0	0	0	0	0	0
PASV7314	0	0	0	0	0	0
PASV2037	0	0	0	0	0	0
PASV5237	0	0	0	0	0	0.000117962
PASV3762	0	0	0	0	0	0
PASV7230	0	0	0	0	0	0
PASV1936	0	0	0	0	0	0
PASV2946	0	0	0	0	0	0
PASV1952	0	0	0	0	0	0
PASV4455	0	0	0	0	0	0
PASV6071	0	0	0	0	0	0
PASV7311	0	0	0	0	0	0
PASV2889	0	0	0	0	0	0
PASV6077	0	0	0	0	0	0
PASV6711	0	0	0	0	3.93E-05	0
PASV6057	0	0	0	0	0	0
PASV6050	0	0	0	0	0	0
PASV2933	0	0	0	0	0	0
PASV7328	0	0	0	0	0	0
PASV5977	0	0	0	0	0	0
PASV6758	0	0	0	0	7.86E-05	0
PASV5943	0	0	0	0	0	0
PASV9032	0	7.86E-05	0	0	0	0
PASV8358	7.86E-05	0	0	0	0	0
PASV9559	0	0	0	7.86E-05	0	0
PASV7860	0	0	0.000117962	0	0	0
PASV5987	0	0	0	0	0	0
PASV8360	7.86E-05	0	0	0	0	0
PASV2941	0	0	0	0	0	0
PASV6730	0	0	0	0	7.86E-05	0
PASV5271	0	0	0	0	0	7.86E-05
PASV2865	0	0	0	0	0	0
PASV7818	0	0	0.000117962	0	0	0
PASV5956	0	0	0	0	0	0
PASV2975	0	0	0	0	0	0
PASV3698	0	0	0	0	0	0
PASV6070	0	0	0	0	0	0
PASV7854	0	0	0.000117962	0	0	0
PASV5975	0	0	0	0	0	0
PASV1827	0	0	0	0	0	0
PASV6061	0	0	0	0	0	0
PASV5259	0	0	0	0	0	0.000117962
PASV5268	0	0	0	0	0	7.86E-05
PASV4570	0	0	0	0	0	0
PASV5297	0	0	0	0	0	0.000117962
PASV1957	0	0	0	0	0	0
PASV8440	7.86E-05	0	0	0	0	0
PASV4576	0	0	0	0	0	0
PASV7231	0	0	0	0	0	0
PASV8455	0.000117962	0	0	0	0	0
PASV6715	0	0	0	0	7.86E-05	0
PASV6063	0	0	0	0	0	0
PASV4509	0	0	0	0	0	0
PASV9093	0	0.000117962	0	0	0	0
PASV2876	0	0	0	0	0	0
PASV2009	0	0	0	0	0	0
PASV5283	0	0	0	0	0	7.86E-05
PASV3758	0	0	0	0	0	0
PASV9063	0	0.000117962	0	0	0	0
PASV7327	0	0	0	0	0	0
PASV2895	0	0	0	0	0	0
PASV7227	0	0	0	0	0	0
PASV7840	0	0	0.000117962	0	0	0
PASV2011	0	0	0	0	0	0
PASV7270	0	0	0	0	0	0
PASV7326	0	0	0	0	0	0
PASV9525	0	0	0	0.000117962	0	0
PASV3637	0	0	0	0	0	0
PASV2020	0	0	0	0	0	0
PASV3743	0	0	0	0	0	0
PASV1941	0	0	0	0	0	0
PASV3754	0	0	0	0	0	0
PASV9096	0	0.000117962	0	0	0	0
PASV1950	0	0	0	0	0	0
PASV7315	0	0	0	0	0	0
PASV9553	0	0	0	3.93E-05	0	0
PASV7310	0	0	0	0	0	0
PASV9074	0	3.93E-05	0	0	0	0
PASV2917	0	0	0	0	0	0
PASV9541	0	0	0	0.000117962	0	0
PASV6016	0	0	0	0	0	0
PASV8335	7.86E-05	0	0	0	0	0
PASV9040	0	7.86E-05	0	0	0	0
PASV8451	0.000117962	0	0	0	0	0
PASV1997	0	0	0	0	0	0
PASV1926	0	0	0	0	0	0
PASV4519	0	0	0	0	0	0
PASV7832	0	0	0.000117962	0	0	0
PASV9568	0	0	0	0.000117962	0	0
PASV8447	0.000117962	0	0	0	0	0
PASV5254	0	0	0	0	0	0.000117962
PASV6753	0	0	0	0	0.000117962	0
PASV6772	0	0	0	0	0.000117962	0
PASV7847	0	0	7.86E-05	0	0	0
PASV5281	0	0	0	0	0	7.86E-05
PASV9560	0	0	0	7.86E-05	0	0
PASV6074	0	0	0	0	0	0
PASV6741	0	0	0	0	7.86E-05	0
PASV7249	0	0	0	0	0	0
PASV6068	0	0	0	0	0	0
PASV9579	0	0	0	7.86E-05	0	0
PASV2828	0	0	0	0	0	0
PASV5311	0	0	0	0	0	0.000117962
PASV6056	0	0	0	0	0	0
PASV6722	0	0	0	0	7.86E-05	0
PASV7837	0	0	7.86E-05	0	0	0
PASV8424	0.000117962	0	0	0	0	0
PASV6086	0	0	0	0	0	0
PASV8441	0.000117962	0	0	0	0	0
PASV7849	0	0	3.93E-05	0	0	0
PASV4515	0	0	0	0	0	0
PASV8436	0.000117962	0	0	0	0	0
PASV6041	0	0	0	0	0	0
PASV2938	0	0	0	0	0	0
PASV3723	0	0	0	0	0	0
PASV1954	0	0	0	0	0	0
PASV7848	0	0	7.86E-05	0	0	0
PASV4466	0	0	0	0	0	0
PASV7306	0	0	0	0	0	0
PASV8371	0.000117962	0	0	0	0	0
PASV3744	0	0	0	0	0	0
PASV2956	0	0	0	0	0	0
PASV3761	0	0	0	0	0	0
PASV2023	0	0	0	0	0	0
PASV2968	0	0	0	0	0	0
PASV2970	0	0	0	0	0	0
PASV2851	0	0	0	0	0	0
PASV9086	0	7.86E-05	0	0	0	0
PASV1947	0	0	0	0	0	0
PASV5979	0	0	0	0	0	0
PASV6090	0	0	0	0	0	0
PASV9010	0	0.000117962	0	0	0	0
PASV6706	0	0	0	0	7.86E-05	0
PASV9082	0	0.000117962	0	0	0	0
PASV7221	0	0	0	0	0	0
PASV8337	7.86E-05	0	0	0	0	0
PASV7245	0	0	0	0	0	0
PASV7305	0	0	0	0	0	0
PASV7282	0	0	0	0	0	0
PASV7861	0	0	0.000117962	0	0	0
PASV3742	0	0	0	0	0	0
PASV8310	0.000117962	0	0	0	0	0
PASV2044	0	0	0	0	0	0
PASV5321	0	0	0	0	0	0.000117962
PASV7787	0	0	7.86E-05	0	0	0
PASV6672	0	0	0	0	3.93E-05	0
PASV7217	0	0	0	0	0	0
PASV1858	0	0	0	0	0	0
PASV7266	0	0	0	0	0	0
PASV2901	0	0	0	0	0	0
PASV5308	0	0	0	0	0	7.86E-05
PASV8425	0.000117962	0	0	0	0	0
PASV4577	0	0	0	0	0	0
PASV7233	0	0	0	0	0	0
PASV5291	0	0	0	0	0	3.93E-05
PASV9514	0	0	0	7.86E-05	0	0
PASV5264	0	0	0	0	0	0.000117962
PASV9565	0	0	0	0.000117962	0	0
PASV8450	7.86E-05	0	0	0	0	0
PASV6087	0	0	0	0	0	0
PASV3751	0	0	0	0	0	0
PASV7287	0	0	0	0	0	0
PASV2830	0	0	0	0	0	0
PASV8411	7.86E-05	0	0	0	0	0
PASV5286	0	0	0	0	0	7.86E-05
PASV3632	0	0	0	0	0	0
PASV4540	0	0	0	0	0	0
PASV2893	0	0	0	0	0	0
PASV7213	0	0	0	0	0	0
PASV7850	0	0	7.86E-05	0	0	0
PASV8452	0.000117962	0	0	0	0	0
PASV1857	0	0	0	0	0	0
PASV9573	0	0	0	7.86E-05	0	0
PASV8433	0.000117962	0	0	0	0	0
PASV2909	0	0	0	0	0	0
PASV7789	0	0	0.000117962	0	0	0
PASV1899	0	0	0	0	0	0
PASV6720	0	0	0	0	7.86E-05	0
PASV4546	0	0	0	0	0	0
PASV6677	0	0	0	0	0.000117962	0
PASV2024	0	0	0	0	0	0
PASV7259	0	0	0	0	0	0
PASV5258	0	0	0	0	0	7.86E-05
PASV8354	0.000117962	0	0	0	0	0
PASV9564	0	0	0	0.000117962	0	0
PASV2935	0	0	0	0	0	0
PASV3710	0	0	0	0	0	0
PASV4445	0	0	0	0	0	0
PASV7206	0	0	0	0	0	0
PASV8404	0.000117962	0	0	0	0	0
PASV1806	0	0	0	0	0	0
PASV4538	0	0	0	0	0	0
PASV8426	7.86E-05	0	0	0	0	0
PASV4503	0	0	0	0	0	0
PASV5988	0	0	0	0	0	0
PASV9076	0	0.000117962	0	0	0	0
PASV5318	0	0	0	0	0	7.86E-05
PASV4563	0	0	0	0	0	0
PASV7782	0	0	0.000117962	0	0	0
PASV8390	0.000117962	0	0	0	0	0
PASV3665	0	0	0	0	0	0
PASV5320	0	0	0	0	0	7.86E-05
PASV8339	0.000117962	0	0	0	0	0
PASV2832	0	0	0	0	0	0
PASV3721	0	0	0	0	0	0
PASV6717	0	0	0	0	0.000117962	0
PASV6032	0	0	0	0	0	0
PASV9550	0	0	0	0.000117962	0	0
PASV3690	0	0	0	0	0	0
PASV5294	0	0	0	0	0	3.93E-05
PASV5245	0	0	0	0	0	3.93E-05
PASV5191	0	0	0	0	0	7.86E-05
PASV7302	0	0	0	0	0	0
PASV5287	0	0	0	0	0	0.000117962
PASV2924	0	0	0	0	0	0
PASV7870	0	0	7.86E-05	0	0	0
PASV6685	0	0	0	0	0.000117962	0
PASV5316	0	0	0	0	0	0.000117962
PASV4528	0	0	0	0	0	0
PASV3777	0	0	0	0	0	0
PASV6026	0	0	0	0	0	0
PASV4502	0	0	0	0	0	0
PASV6038	0	0	0	0	0	0
PASV7833	0	0	0.000117962	0	0	0
PASV4513	0	0	0	0	0	0
PASV4518	0	0	0	0	0	0
PASV2881	0	0	0	0	0	0
PASV3755	0	0	0	0	0	0
PASV5289	0	0	0	0	0	7.86E-05
PASV9029	0	7.86E-05	0	0	0	0
PASV3719	0	0	0	0	0	0
PASV7846	0	0	0.000117962	0	0	0
PASV5971	0	0	0	0	0	0
PASV7254	0	0	0	0	0	0
PASV5949	0	0	0	0	0	0
PASV1984	0	0	0	0	0	0
PASV1862	0	0	0	0	0	0
PASV5201	0	0	0	0	0	0.000117962
PASV8367	0.000117962	0	0	0	0	0
PASV6073	0	0	0	0	0	0
PASV6072	0	0	0	0	0	0
PASV9566	0	0	0	0.000117962	0	0
PASV1986	0	0	0	0	0	0
PASV6740	0	0	0	0	7.86E-05	0
PASV1930	0	0	0	0	0	0
PASV5207	0	0	0	0	0	7.86E-05
PASV6066	0	0	0	0	0	0
PASV2046	0	0	0	0	0	0
PASV4457	0	0	0	0	0	0
PASV4522	0	0	0	0	0	0
PASV5322	0	0	0	0	0	0.000117962
PASV5266	0	0	0	0	0	0.000117962
PASV3720	0	0	0	0	0	0
PASV9105	0	0.000117962	0	0	0	0
PASV4542	0	0	0	0	0	0
PASV5284	0	0	0	0	0	7.86E-05
PASV7874	0	0	0.000117962	0	0	0
PASV9543	0	0	0	7.86E-05	0	0
PASV4500	0	0	0	0	0	0
PASV6718	0	0	0	0	3.93E-05	0
PASV5240	0	0	0	0	0	0.000117962
PASV2931	0	0	0	0	0	0
PASV4498	0	0	0	0	0	0
PASV5995	0	0	0	0	0	0
PASV9572	0	0	0	3.93E-05	0	0
PASV6040	0	0	0	0	0	0
PASV5299	0	0	0	0	0	3.93E-05
PASV4505	0	0	0	0	0	0
PASV9580	0	0	0	7.86E-05	0	0
PASV3736	0	0	0	0	0	0
PASV9538	0	0	0	0.000117962	0	0
PASV2886	0	0	0	0	0	0
PASV3773	0	0	0	0	0	0
PASV9104	0	7.86E-05	0	0	0	0
PASV7264	0	0	0	0	0	0
PASV3746	0	0	0	0	0	0
PASV4485	0	0	0	0	0	0
PASV5958	0	0	0	0	0	0
PASV5303	0	0	0	0	0	0.000117962
PASV9536	0	0	0	0.000117962	0	0
PASV6747	0	0	0	0	7.86E-05	0
PASV7309	0	0	0	0	0	0
PASV4520	0	0	0	0	0	0
PASV9069	0	7.86E-05	0	0	0	0
PASV9545	0	0	0	3.93E-05	0	0
PASV6749	0	0	0	0	7.86E-05	0
PASV3747	0	0	0	0	0	0
PASV2919	0	0	0	0	0	0
PASV2925	0	0	0	0	0	0
PASV6763	0	0	0	0	7.86E-05	0
PASV6076	0	0	0	0	0	0
PASV2010	0	0	0	0	0	0
PASV5974	0	0	0	0	0	0
PASV9036	0	7.86E-05	0	0	0	0
PASV5282	0	0	0	0	0	7.86E-05
PASV9567	0	0	0	7.86E-05	0	0
PASV2936	0	0	0	0	0	0
PASV5968	0	0	0	0	0	0
PASV2038	0	0	0	0	0	0
PASV3734	0	0	0	0	0	0
PASV3645	0	0	0	0	0	0
PASV5229	0	0	0	0	0	3.93E-05
PASV6045	0	0	0	0	0	0
PASV4555	0	0	0	0	0	0
PASV2879	0	0	0	0	0	0
PASV5300	0	0	0	0	0	7.86E-05
PASV7836	0	0	7.86E-05	0	0	0
PASV3682	0	0	0	0	0	0
PASV5276	0	0	0	0	0	0.000117962
PASV1823	0	0	0	0	0	0
PASV9066	0	7.86E-05	0	0	0	0
PASV6039	0	0	0	0	0	0
PASV9065	0	0.000117962	0	0	0	0
PASV5273	0	0	0	0	0	3.93E-05
PASV9062	0	7.86E-05	0	0	0	0
PASV6064	0	0	0	0	0	0
PASV6676	0	0	0	0	3.93E-05	0
PASV8362	7.86E-05	0	0	0	0	0
PASV1965	0	0	0	0	0	0
PASV6721	0	0	0	0	0.000117962	0
PASV1863	0	0	0	0	0	0
PASV4524	0	0	0	0	0	0
PASV6734	0	0	0	0	7.86E-05	0
PASV7298	0	0	0	0	0	0
PASV4544	0	0	0	0	0	0
PASV1980	0	0	0	0	0	0
PASV6065	0	0	0	0	0	0
PASV9077	0	0.000117962	0	0	0	0
PASV4510	0	0	0	0	0	0
PASV6708	0	0	0	0	7.86E-05	0
PASV9026	0	7.86E-05	0	0	0	0
PASV2937	0	0	0	0	0	0
PASV4541	0	0	0	0	0	0
PASV7793	0	0	7.86E-05	0	0	0
PASV6751	0	0	0	0	7.86E-05	0
PASV9516	0	0	0	0.000117962	0	0
PASV7237	0	0	0	0	0	0
PASV1923	0	0	0	0	0	0
PASV7317	0	0	0	0	0	0
PASV7220	0	0	0	0	0	0
PASV8459	7.86E-05	0	0	0	0	0
PASV9513	0	0	0	7.86E-05	0	0
PASV6013	0	0	0	0	0	0
PASV8430	7.86E-05	0	0	0	0	0
PASV3750	0	0	0	0	0	0
PASV3692	0	0	0	0	0	0
PASV4507	0	0	0	0	0	0
PASV5255	0	0	0	0	0	0.000117962
PASV3678	0	0	0	0	0	0
PASV5293	0	0	0	0	0	7.86E-05
PASV5187	0	0	0	0	0	3.93E-05
PASV1797	0	0	0	0	0	0
PASV5269	0	0	0	0	0	0.000117962
PASV4545	0	0	0	0	0	0
PASV2030	0	0	0	0	0	0
PASV9544	0	0	0	7.86E-05	0	0
PASV9549	0	0	0	7.86E-05	0	0
PASV5964	0	0	0	0	0	0
PASV3643	0	0	0	0	0	0
PASV3745	0	0	0	0	0	0
PASV2839	0	0	0	0	0	0
PASV7809	0	0	3.93E-05	0	0	0
PASV6001	0	0	0	0	0	0
PASV7275	0	0	0	0	0	0
PASV1975	0	0	0	0	0	0
PASV5280	0	0	0	0	0	0.000117962
PASV6078	0	0	0	0	0	0
PASV9519	0	0	0	3.93E-05	0	0
PASV1937	0	0	0	0	0	0
PASV1909	0	0	0	0	0	0
PASV3775	0	0	0	0	0	0
PASV7316	0	0	0	0	0	0
PASV5306	0	0	0	0	0	0.000117962
PASV4517	0	0	0	0	0	0
PASV7843	0	0	7.86E-05	0	0	0
PASV7257	0	0	0	0	0	0
PASV8356	0.000117962	0	0	0	0	0
PASV6060	0	0	0	0	0	0
PASV6761	0	0	0	0	0.000117962	0
PASV9586	0	0	0	0.000117962	0	0
PASV3759	0	0	0	0	0	0
PASV2932	0	0	0	0	0	0
PASV8427	7.86E-05	0	0	0	0	0
PASV9581	0	0	0	0.000117962	0	0
PASV4569	0	0	0	0	0	0
PASV9582	0	0	0	3.93E-05	0	0
PASV3769	0	0	0	0	0	0
PASV6762	0	0	0	0	7.86E-05	0
PASV5944	0	0	0	0	0	0
PASV9554	0	0	0	7.86E-05	0	0
PASV6022	0	0	0	0	0	0
PASV2947	0	0	0	0	0	0
PASV5967	0	0	0	0	0	0
PASV4567	0	0	0	0	0	0
PASV8446	0.000117962	0	0	0	0	0
PASV6696	0	0	0	0	7.86E-05	0
PASV9502	0	0	0	3.93E-05	0	0
PASV6716	0	0	0	0	3.93E-05	0
PASV2867	0	0	0	0	0	0
PASV4532	0	0	0	0	0	0
PASV1991	0	0	0	0	0	0
PASV7806	0	0	0.000117962	0	0	0
PASV5243	0	0	0	0	0	0.000117962
PASV8439	0.000117962	0	0	0	0	0
PASV1881	0	0	0	0	0	0
PASV8344	7.86E-05	0	0	0	0	0
PASV6771	0	0	0	0	0.000117962	0
PASV2944	0	0	0	0	0	0
PASV3673	0	0	0	0	0	0
PASV6069	0	0	0	0	0	0
PASV1971	0	0	0	0	0	0
PASV9548	0	0	0	0.000117962	0	0
PASV8438	7.86E-05	0	0	0	0	0
PASV9068	0	7.86E-05	0	0	0	0
PASV6709	0	0	0	0	7.86E-05	0
PASV3765	0	0	0	0	0	0
PASV2949	0	0	0	0	0	0
PASV2952	0	0	0	0	0	0
PASV5261	0	0	0	0	0	7.86E-05
PASV4467	0	0	0	0	0	0
PASV6750	0	0	0	0	7.86E-05	0
PASV4551	0	0	0	0	0	0
PASV7300	0	0	0	0	0	0
PASV1951	0	0	0	0	0	0
PASV9078	0	0.000117962	0	0	0	0
PASV2831	0	0	0	0	0	0
PASV5312	0	0	0	0	0	0.000117962
PASV8355	7.86E-05	0	0	0	0	0
PASV2041	0	0	0	0	0	0
PASV7235	0	0	0	0	0	0
