	aCO2-1	aCO2-2	aCO2-3	aCO2-4	aCO2-5	aCO2-6
PASV395	0.000825731	0.000235923	0	0	0.000550488	0.00070777
PASV4092	0	0	0.000943693	0.002044668	0	0
PASV382	0.000471846	0	0.001572822	0.000629129	0	0
PASV405	0.000511167	0	0.000196603	0	0.000904372	0.000353885
PASV813	0.000275244	0.000235923	0.000353885	0.000432526	0.000393205	0
PASV504	0.000550488	0.000157282	0.000275244	0.000353885	0.000432526	0
PASV565	0.000511167	0	0.000117962	0	0.000550488	0.000629129
PASV227	0.00074709	0	0	0.000275244	0	0.000157282
PASV4866	0	0	0	0.00290972	0.000235923	0
PASV781	0.000275244	0.000471846	0	0	0	0
PASV974	0.000117962	0	0.000196603	0.000275244	0	0.000275244
PASV2413	0	0.00074709	0.001140296	0.000983014	0	0.001022334
PASV530	0.000393205	0	0	0.000983014	0	0
PASV1332	7.86E-05	0.000668449	0.000668449	0	0.000235923	0
PASV367	0.000668449	0.000668449	0.000589808	0	0	0
PASV391	0.000511167	0.000196603	0	0.000353885	0.000117962	0.000314564
PASV3231	0	0	0	0.002437874	0	0.000943693
PASV427	0.000432526	0.000117962	0	0.000314564	0	0
PASV452	0.000314564	0	0.002005348	0	0.000471846	0
PASV3223	0	0	0.000668449	0	0	0.001061655
PASV339	0.00074709	0	0	0	0	0
PASV2395	0	0.000825731	0	0.00070777	0	0.00074709
PASV4076	0	0	0.002477194	0.001140296	0	0
PASV644	0.000235923	0.000196603	0.000275244	0.00074709	0	0.000314564
PASV457	0.000235923	0.000314564	7.86E-05	0.000235923	0	0.000235923
PASV8750	0	0	0	0	0	0
PASV238	0.001061655	0	0	0	0	0
PASV749	0.000157282	0.000235923	0.000393205	0.000275244	0.000825731	0.000196603
PASV559	0.000275244	0.000275244	0.000157282	0.000589808	0.000471846	0
PASV578	0.000511167	0.000157282	0	0.00070777	0.000117962	0.000511167
PASV612	0.000314564	0.000511167	0.000393205	0.000668449	0.000157282	0
PASV639	0.000235923	0	0.000589808	0.000353885	0.000432526	0.00074709
PASV806	0.000157282	0.000471846	0	0	0	0
PASV4815	0	0	0	0.000314564	0.000196603	0
PASV430	0.000471846	0	0.000353885	0	0.000511167	0
PASV669	0.000353885	0.000786411	0	0	0	0
PASV607	0.000275244	0	0.000550488	0	0.000117962	0.000550488
PASV766	0.000314564	0.000353885	0.00074709	0	0.000432526	0.000511167
PASV260	0.000943693	0	0	0	0	0
PASV697	0.000275244	0.000117962	0.000117962	0.000471846	0	0.000196603
PASV471	0.000511167	0	0	0	0.000393205	0.000786411
PASV6370	0	0	0	0	0	0
PASV597	0.000314564	0	0.00070777	0	0	0
PASV353	0.000943693	0.001179616	0	0	0	0
PASV4821	0	0	0	0.000865052	0.00074709	0
PASV4199	0	0	0.000235923	0	0.00074709	0
PASV2428	0	0.000629129	0.000629129	0.000511167	0	0
PASV185	0.001140296	0	0	0	0	0
PASV698	0.000196603	0	0.000511167	0	0	0.000904372
PASV338	0.000589808	0	0.001415539	0	0	0
PASV518	0.000432526	0	0.000275244	0.000117962	0.000157282	0.000196603
PASV653	0.000235923	0	0	0	0	0
PASV6948	0	0	0	0.003184964	0	0
PASV638	0.000393205	0.000196603	0.000275244	0.000235923	0.000157282	0.000629129
PASV446	0.000589808	0.000275244	0.000353885	0.000117962	0.000353885	0
PASV531	0.000393205	0.000589808	0	0	0	0.000589808
PASV2432	0	0.000471846	0.000196603	0.000314564	0.000393205	0.000235923
PASV3237	0	0	0.000275244	0	0	0.000904372
PASV4093	0	0	0.00070777	0.000589808	0	0
PASV385	0.000471846	0	0.000235923	0	0.000511167	0.000393205
PASV4899	0	0	0	0.000511167	0.000117962	0
PASV2477	0	0.000393205	0	0	0	0.000393205
PASV8748	0	0	0	0	0	0
PASV3258	0	0	0	0	0	0.000550488
PASV997	0.000235923	0	0.00070777	0	0	0.00070777
PASV516	0.000393205	0	0	0	0	0.000550488
PASV570	0.000471846	0	0.000275244	0	0	0.000353885
PASV2374	0	0.003067002	0	0	0	0
PASV935	0.000196603	0	0.000117962	0	0	0
PASV801	0.000196603	0.000353885	0	0.001022334	0	0
PASV1503	0.000117962	0.000393205	0	0	0.001061655	3.93E-05
PASV636	0.000511167	0	0.000117962	0	0.000393205	0.000432526
PASV449	0.000550488	0	0	0.000235923	0.000983014	0
PASV733	0.000314564	0	0	0	0.000235923	0.000157282
PASV2545	0	0.000196603	0	0.000275244	0	0
PASV724	0.000235923	0.000353885	0	0.000196603	0.000157282	0
PASV354	0.000511167	0.000196603	0	0.000117962	0.000196603	0.000196603
PASV1305	7.86E-05	0	0.000157282	0	0	0
PASV1125	0.000117962	0	0.001533501	0	0.000235923	0.000117962
PASV909	7.86E-05	0	0	0	0	0
PASV216	0.001100975	0	0	0	0	0
PASV4909	0	0	0	0	0	0
PASV375	0.000786411	0	0	0	0.000471846	0
PASV7043	0	0	0	0.000275244	0	0
PASV356	0.000589808	0.001297578	0	0	0	0
PASV791	0.000235923	0	0.000314564	0.000511167	0	0.000589808
PASV2390	0	0.000865052	0	0	0.000589808	0
PASV2614	0	0.000196603	0.00074709	0	0	0.000393205
PASV377	0.00070777	0	0	0	0.001140296	0
PASV746	0.000471846	0	0.000314564	0.000353885	0	0
PASV560	0.000353885	0.000550488	0.000275244	0	0	0
PASV1010	0.000117962	0.000196603	0.000314564	7.86E-05	0.000117962	0.000471846
PASV3257	0	0	0.000393205	0	0.000865052	0.000589808
PASV2451	0	0.000589808	0	0.000943693	0.000511167	0
PASV785	0.000235923	0	0	0.001022334	0.000393205	0
PASV6371	0	0	0	0	0	0
PASV552	0.000471846	0	0.000471846	0	0.000629129	0.000589808
PASV771	0.000117962	0	0	0	0.000865052	0
PASV4822	0	0	0	0.001140296	0.000393205	0
PASV2406	0	0.000668449	0	0	0	0
PASV728	0.000117962	0.000196603	0	0	0	0
PASV308	0.00070777	0	0	0	0	0
PASV687	0.000432526	0.000353885	0.000314564	0.000235923	0.000393205	0
PASV2422	0	0.000511167	0	0	0.001887386	0
PASV409	0.000550488	0	7.86E-05	0	0	0
PASV2508	0	0.000314564	0.000393205	0.000117962	0.000117962	0.000668449
PASV7513	0	0	0	0	0	0
PASV4141	0	0	0.000275244	0	0	0
PASV472	0.000432526	0.001218937	0	0	0	0
PASV582	0.000314564	0.000235923	0.000353885	0.000196603	0	0.000157282
PASV673	0.000432526	0.000825731	0	0	0	0
PASV566	0.000432526	0	0	0.000589808	0.000550488	0.000275244
PASV2503	0	0.000393205	0	0	0	0
PASV4139	0	0	0.000471846	0.00074709	0.000157282	0
PASV2563	0	0.000275244	0	0	0	0.001258257
PASV1593	3.93E-05	0.000196603	0.000511167	0.000275244	0.000353885	3.93E-05
PASV4835	0	0	0	0.000786411	0.000353885	0
PASV3295	0	0	0	0	0	0.000471846
PASV1423	3.93E-05	0.000235923	0	0.000196603	0	0.000393205
PASV690	0.000432526	0.000786411	0	0	0	0
PASV5565	0	0	0	0	0.001297578	0
PASV713	0.000353885	0.000275244	0	0	0.000196603	0.000314564
PASV912	0.000157282	0.000393205	0.000196603	0.000275244	0.000196603	0.000353885
PASV774	0.000157282	0	0	0	0	7.86E-05
PASV2780	0	0.000117962	0	0	0	0
PASV541	0.000393205	0	0	0	0	0
PASV758	0.000117962	0	0	0.000511167	0.000117962	0
PASV2418	0	0.000786411	0	0	0	0.000471846
PASV4105	0	0	0.000550488	0.000471846	0	0
PASV360	0.000629129	0.00070777	0	0	0	0
PASV2465	0	0.000432526	0	0.000196603	7.86E-05	0.000275244
PASV322	0.00074709	0	0	0.000353885	0	0
PASV623	0.000393205	0.000235923	0	0.000117962	0	0.000314564
PASV2528	0	0.000235923	0	0.000471846	0.000393205	0.000235923
PASV538	0.000353885	0.000314564	0	0	0	0.000432526
PASV659	0.000275244	0.000353885	0.000235923	0	0.000235923	0
PASV451	0.000550488	0	0	0.000629129	0	0
PASV6383	0	0	0	0	0	0
PASV772	0.000235923	0	0	0.000314564	0	0.000825731
PASV4832	0	0	0	0	0	0
PASV832	0.000275244	0.000393205	0	0	0	0
PASV926	0.000196603	0.000275244	0	0.000393205	0.000550488	0.000393205
PASV1047	0.000117962	0.000629129	0	0	0	0
PASV2394	0	0.000904372	0	0	0.001218937	0
PASV641	0.000275244	0.000196603	0	0	0.000157282	7.86E-05
PASV2382	0	0.001061655	0	0	0.000786411	0.000511167
PASV2427	0	0.000511167	0	0.000589808	0	0.000511167
PASV275	0.001140296	0	0	0	0	0
PASV928	0.000235923	0	0.000629129	0	0.000629129	0
PASV2436	0	0.000589808	0	0	0	0.001887386
PASV347	0.00070777	0.000157282	0	0	0.000117962	0.000117962
PASV419	0.000471846	0	0	0	0	0
PASV4081	0	0	0.001336898	0	0	0
PASV667	0.000353885	0	0.000668449	0	0	0
PASV546	0.000393205	0.000275244	7.86E-05	0	0	0
PASV3298	0	0	0	0.000235923	0	0.000432526
PASV574	0.000314564	0.000196603	0.000117962	0.000235923	0.000275244	0
PASV550	0.000511167	0.000235923	0	0	0	0
PASV606	0.000393205	0	0	0.000353885	0	0
PASV827	0.000235923	0	0.001651463	0	0	0
PASV702	0.000157282	0.000314564	0.000117962	0	0	0.000353885
PASV2452	0	0.000432526	0.000235923	0	0.000275244	0
PASV598	0.000235923	0.000668449	0.000157282	0	0	0.000196603
PASV2558	0	0.000235923	0	0.000393205	0.000117962	0.000589808
PASV773	0.000196603	0.000117962	0	0.000235923	0	0.000235923
PASV778	7.86E-05	0.000393205	0.000275244	0.000275244	0	0
PASV752	0.000353885	0.000471846	0	0.00074709	0	0.000314564
PASV4825	0	0	0	0	0	0
PASV2239	0	0.000235923	7.86E-05	0	0	0.000314564
PASV760	0.000235923	0	7.86E-05	0	0	0.000157282
PASV4828	0	0	0	0	0.001022334	0
PASV2421	0	0.000629129	0	7.86E-05	0.000550488	0
PASV5594	0	0	0	0	0.000550488	0
PASV3407	0	0	0.000629129	0.000668449	0.000157282	0.000235923
PASV526	0.000393205	0	0	0.000629129	0	0
PASV1091	0.000117962	7.86E-05	0	0.000314564	0.000157282	7.86E-05
PASV525	0.000393205	0	0	0	0	0
PASV6372	0	0	0	0	0	0
PASV842	0.000235923	0.000235923	0	0	0.000275244	0.000353885
PASV517	0.000393205	0	0	0.000432526	0	0
PASV637	0.000511167	0.000196603	0	0	0	0.000511167
PASV402	0.000550488	0	0	0	0	0
PASV660	0.000511167	0.000432526	0	0	0	0.000314564
PASV821	0.000432526	0	0	7.86E-05	0.000511167	0.000196603
PASV1150	0.000117962	0.000117962	0	0	0	0.000668449
PASV445	0.000550488	0.000550488	0	0	0	0
PASV4077	0	0	0.001376219	0	0	0
PASV4101	0	0	0.00074709	0	0	0
PASV2515	0	0.000314564	0	0	0.000353885	0
PASV473	0.000275244	0	0.000314564	0	0	0
PASV930	0.000275244	0	0	0.000314564	0.000353885	0
PASV2398	0	0.00074709	0	0.001140296	0	0
PASV826	7.86E-05	0	0	0	0	0
PASV2377	0	0.001730104	0	0	0	0
PASV779	0.000117962	0	0.000511167	0.000196603	0	0.000471846
PASV2378	0	0.001926707	0	0	0	0
PASV2637	0	0.000196603	0	0	0	0
PASV3249	0	0	0.000432526	0	0.000511167	0.00074709
PASV3468	0	0	0	0	0.000235923	0.000196603
PASV852	0.000157282	0.000668449	0	0	0	0.000314564
PASV931	0.000275244	0	0	0.000314564	0	0
PASV1032	0.000117962	0.000314564	0	0.000511167	0	0.000393205
PASV775	0.000275244	0	0.000471846	0.000235923	0	0
PASV991	0.000196603	0.000275244	0	0	0.000432526	0
PASV4107	0	0	0.000550488	0	0.000629129	0
PASV6375	0	0	0	0	0	0
PASV529	0.000393205	0.000432526	0	0	0	0
PASV1137	7.86E-05	0.000235923	0.000157282	0	0.000196603	0.000117962
PASV900	0.000314564	0.000550488	0.000196603	0	0	0
PASV629	0.000275244	0	0	0	0	0
PASV2424	0	0.000629129	0	0	0	0
PASV961	7.86E-05	0	0.000117962	0	0	0.000471846
PASV1434	0.000157282	0	0	0	0	0
PASV4891	0	0	0	0	0	0
PASV1093	0.000117962	0	3.93E-05	0.00070777	0	0.000117962
PASV734	0.000314564	0.000157282	0.000157282	0	0	0.000117962
PASV732	0.000196603	0.000157282	0.000511167	0	0	0
PASV3262	0	0	0	0	0	0.000511167
PASV3235	0	0	0	0	0	0.000865052
PASV7512	0	0	0	0	0	0
PASV857	7.86E-05	0	0	0	0.000629129	0.000196603
PASV2454	0	0.000511167	0	0	0	0.00074709
PASV9261	0	0	0	0	0	0
PASV3302	0	0	0	0.000353885	0	0.000353885
PASV1054	0.000157282	0	0	0.000393205	0.000117962	0
PASV3256	0	0	0	0	0	0.000550488
PASV462	0.000432526	0	0.000432526	0	0	0
PASV3216	0	0	0	0	0	0.001572822
PASV2564	0	0.000235923	0.000511167	0	0.000235923	0
PASV4883	0	0	0	0	0.000275244	0
PASV3515	0	0	0.000275244	0	0	0.000117962
PASV368	0.000629129	0	0	0	0	0
PASV2496	0	0.000314564	0.000196603	0	0	0
PASV4837	0	0	0	0	0	0
PASV937	0.000235923	0.000235923	0.000393205	0	0	0.000117962
PASV4216	0	0	0.000275244	0.000589808	0.000629129	0
PASV4840	0	0	0	0	0	0
PASV8769	0	0	0	0	0	0
PASV1474	0	0.000393205	0	0	0.000117962	0.000196603
PASV372	0.000589808	0	0	0	0	0
PASV5562	0	0	0	0	0.001533501	0
PASV963	0.000157282	0	0	0	0.001297578	0
PASV874	0.000157282	0	0	0	0.000196603	0
PASV838	0.000117962	0	0.000117962	0.000550488	0	0
PASV1977	7.86E-05	0	0	0	0	0
PASV831	0.000117962	0	0.000314564	0	0	0
PASV740	0.000196603	0	0	0.000393205	7.86E-05	0.000157282
PASV406	0.000629129	7.86E-05	0	0	0	0
PASV739	0.000235923	0.000157282	0	0	0	0
PASV647	0.000157282	0	0.000393205	0.000157282	0	0
PASV986	0.000196603	0	0.000235923	0.000275244	0	0
PASV8749	0	0	0	0	0	0
PASV6376	0	0	0	0	0	0
PASV5563	0	0	0	0	0.001612142	0
PASV2175	0	0	0	7.86E-05	0	0.000117962
PASV784	0.000157282	0	0	0	0	0.000353885
PASV1043	0.000157282	0	0	0.000471846	0	0
PASV976	0.000117962	0.000314564	0	0	0	0.000196603
PASV2733	0	0.000117962	0	0	0	0
PASV2444	0	0.000393205	0.000196603	0	0	0.000275244
PASV855	0.000235923	0	0.000314564	0	0	0.000157282
PASV3264	0	0	0	7.86E-05	0.000235923	0.000511167
PASV398	0.000865052	0	0	0	0	0
PASV400	0.000511167	0	0	0	0	0
PASV767	0.000275244	0	0.00074709	0	0	0
PASV886	0.000235923	0	0	0.000432526	0	0.000353885
PASV1582	3.93E-05	0	0.000235923	0.000353885	0	0
PASV1731	7.86E-05	0	0.000157282	0.000196603	0	0
PASV404	0.000511167	0	0	0	0	0
PASV1214	7.86E-05	0	0.000117962	0	0	0
PASV5567	0	0	0	0	0.001100975	0
PASV730	0.000353885	0	0	0	0	0.000393205
PASV736	0.000235923	0	0.000117962	0	0.000117962	0
PASV2385	0	0.000983014	0	0	0	0
PASV8074	0	0	0	0	0	0
PASV8062	0	0	0	0	0	0
PASV7054	0	0	0	0.000196603	0	0
PASV934	3.93E-05	0.000314564	7.86E-05	7.86E-05	0.000275244	0
PASV3521	0	0	0	0	0.00074709	0.000196603
PASV3227	0	0	0	0	0	0.001100975
PASV3201	0	7.86E-05	0	0.000471846	0	0
PASV1736	0.000157282	0	0	0	0.000157282	0
PASV654	0.000235923	0	0.000196603	0	0	0
PASV978	3.93E-05	0.000196603	0.000157282	0.000235923	0.000157282	0
PASV4311	0	0	0.000157282	0	0.000314564	0
PASV5564	0	0	0	0	0.00145486	0
PASV1057	7.86E-05	0	0.000117962	0.000314564	0.000117962	0.000235923
PASV432	0.000511167	0	0	0	0	0
PASV3402	0	0	0	0	0	0.000235923
PASV4999	0	0	0	0	0.000471846	0
PASV967	0.000157282	0	0.000157282	0.000196603	0.000117962	0
PASV1124	0.000117962	0	0	0.000157282	0.000353885	0
PASV2536	0	0.000314564	0	0.000275244	0.000393205	0.000275244
PASV7514	0	0	0	0	0	0
PASV2426	0	0.000511167	0	0.000196603	0	0
PASV4838	0	0	0	0	0	0
PASV841	0.000275244	0.000196603	0.000235923	0	0	0.000196603
PASV6960	0	0	0	0.000904372	0	0
PASV602	7.86E-05	0	0	0	0	0
PASV658	0.000275244	0	0.000275244	0	0	0
PASV994	7.86E-05	0	0	0.000196603	0.000432526	0
PASV4109	0	0	0.000471846	0	0	0
PASV3558	0	0	0	0.000157282	0	0.000157282
PASV6373	0	0	0	0	0	0
PASV992	7.86E-05	0.000157282	0	0.000235923	0	0
PASV2709	0	0.000157282	0	0.000196603	0	0
PASV2702	0	0.000196603	3.93E-05	0.000511167	0	0.000157282
PASV509	0.000353885	0	0	0	0	0
PASV2380	0	0.001258257	0	0	0	0
PASV1595	0	0	0	0	0	0.000157282
PASV719	0.000196603	0	0	0.000235923	0	0
PASV802	0.000353885	0	0	0.000196603	0	0
PASV605	0.000471846	0	0	0	0	0.000117962
PASV1425	7.86E-05	0.000117962	0	0.000235923	0.000275244	0
PASV561	0.000511167	0	0.000196603	0	0	0
PASV4201	0	0	0.000275244	0	0	0
PASV984	3.93E-05	0	0	0	0.000157282	0
PASV1151	0.000157282	0	0	0	0	0.000235923
PASV1159	7.86E-05	0.000589808	0	0	0	0
PASV9262	0	0	0	0	0	0
PASV1107	7.86E-05	0	0	0	0.000471846	0
PASV2381	0	0.001376219	0	0	0	0
PASV729	0.000275244	0	0	0	0	0
PASV4818	0	0	0	0	0	0
PASV2437	0	0.000511167	0	0	0	0.000353885
PASV482	0.000432526	0	0	0	0	0
PASV4819	0	0	0	0	0	0
PASV479	0.000471846	0	0	0	0	0
PASV1080	7.86E-05	0.000157282	0	0	0.000275244	0.000393205
PASV4140	0	0	0.000432526	0	0	0
PASV684	0.000275244	0.000196603	0	0	0	0
PASV5566	0	0	0	0	0.001258257	0
PASV4130	0	0	0.000550488	0.000157282	0	0
PASV7521	0	0	0	0	0	0
PASV588	0.000432526	0.000235923	0	0	0	0
PASV500	0.000550488	0	0	0	0	0
PASV6951	0	0	0	0.001218937	0	0
PASV3494	0	0	0	0.000157282	0.000629129	0.000196603
PASV4820	0	0	0	0	0	0
PASV798	0.000235923	0	0.000589808	0	0	0
PASV686	0.000275244	0	0	0	0	0
PASV714	0.000235923	0	0	0	0	0
PASV4098	0	0	0.000786411	0.000432526	0	0
PASV9263	0	0	0	0	0	0
PASV502	0.000629129	0	0	0	0	0
PASV2543	0	0.000275244	0.000353885	0.000235923	0	0.000117962
PASV3398	0	0	0	0.000314564	0	0.000235923
PASV4118	0	0	0.000511167	0.000550488	0	0
PASV4087	0	0	0.000786411	0	0	0
PASV715	0.000275244	0	0	0	0	0.000432526
PASV1296	7.86E-05	7.86E-05	0	7.86E-05	0	7.86E-05
PASV1037	0.000157282	0	0	0	0	0
PASV6374	0	0	0	0	0	0
PASV512	0.000550488	0	0	0	0	0
PASV741	0.000235923	0	0	0	0.000275244	0
PASV956	0.000275244	0	0	0.000235923	0	0
PASV6484	0	0	0	0	0	0
PASV511	0.000235923	0	0	0	0	0
PASV5579	0	0	0	0	0.000825731	0
PASV833	0.000196603	0	0	0	0	0
PASV3222	0	0	0	0	0	0.001140296
PASV1097	0.000117962	0.000275244	0	0	0	0
PASV3380	0	0	0	0	0	0.000235923
PASV5632	0	0	0	0	0.000353885	0
PASV515	0.000432526	0	0	0	0	0
PASV888	0.000157282	0	0	0	0	0
PASV542	0.000550488	0	0	0	0	7.86E-05
PASV7519	0	0	0	0	0	0
PASV4127	0	0	0.000511167	0	0	0
PASV4947	0	0	0	0.000196603	0.000275244	0
PASV885	0.000275244	0	0.000235923	0	0	0
PASV2539	0	0.000275244	0	0	0	0
PASV4860	0	0	0	0	0	0
PASV4123	0	0	0.000471846	0	0.000589808	0
PASV1224	0.000117962	0.000117962	0	0	0	0
PASV1485	3.93E-05	0	0	0.000275244	0	0
PASV1096	0.000157282	0	0.000314564	0	0	0
PASV975	0.000157282	0	0	0	0	0
PASV828	0.000117962	0.000235923	0	0	0	0
PASV4865	0	0	0	0	0.000629129	0
PASV1168	7.86E-05	0	0	0	0	0
PASV7515	0	0	0	0	0	0
PASV4104	0	0	0.00070777	0	0	0
PASV4512	0	0	7.86E-05	0.00070777	0.000393205	0
PASV910	0.000157282	0	0	0	0	0.000511167
PASV625	0.000353885	0	0	0	0	0
PASV8773	0	0	0	0	0	0
PASV1575	7.86E-05	0	0	0.000471846	0.000432526	0
PASV6996	0	0	0	0.000393205	0	0
PASV4155	0	0	0.000393205	0	0.00074709	0
PASV534	0.000275244	0	0	0	0	0
PASV1038	0.000157282	0	0	0.000314564	0	0
PASV665	0.000196603	0	0.000314564	0	0	0
PASV4122	0	0	0.000550488	7.86E-05	0.000353885	0
PASV705	0.000393205	0	0	0	0	0
PASV6394	0	0	0	0.000314564	0	0
PASV2383	0	0.001179616	0	0	0	0
PASV618	0.000432526	0	0	0	0	0
PASV1023	0.000275244	0	0.000235923	0	0	0.000589808
PASV8751	0	0	0	0	0	0
PASV1140	0.000196603	0.000196603	0	0	0	0.000235923
PASV2612	0	0.000117962	0.000511167	7.86E-05	0	0
PASV883	0.000157282	0	7.86E-05	7.86E-05	0	0
PASV540	0.000275244	0	0	0	0	0
PASV649	0.000314564	0	0	0	0	0
PASV731	0.000235923	0.000196603	0	0.000235923	0	0
PASV3224	0	0	0	0	0	0.001022334
PASV8752	0	0	0	0	0	0
PASV861	0.000235923	0	0	0.000589808	0	0
PASV6393	0	0	0	0	0	0
PASV5845	0	0	0	0	7.86E-05	0
PASV751	0.000275244	0	0	0	0	0.000471846
PASV6954	0	0	0	0.001100975	0	0
PASV1185	7.86E-05	0.000275244	0.000511167	0	0	7.86E-05
PASV2567	0	0.000235923	0	0	0	0
PASV1102	0.000117962	0	0	0	0	0.000550488
PASV3225	0	0	0	0	0	0.001100975
PASV5717	0	0	0	0	0.000196603	0
PASV1002	0.000117962	0	0	0	7.86E-05	0.000589808
PASV6955	0	0	0	0.001100975	0	0
PASV554	0.000471846	0	0	0	0	0
PASV1361	0.000117962	0	7.86E-05	0	7.86E-05	0
PASV5569	0	0	0	0	0.001061655	0
PASV3029	0	7.86E-05	0.000157282	0	0.000235923	7.86E-05
PASV722	0.000314564	0	0	0.000314564	0	0
PASV1183	0.000117962	0.000157282	0	0.000117962	0.000314564	0
PASV817	0.000393205	0	0	0	7.86E-05	0
PASV1006	7.86E-05	0.000196603	3.93E-05	7.86E-05	0	0
PASV5592	0	0	0	0.000235923	0.000511167	0
PASV5596	0	0	0	0	0.000550488	0
PASV2570	0	0.000196603	0	0	0	0
PASV704	0.000275244	7.86E-05	0	0	0.000117962	0
PASV890	0.000196603	0	0	0.000235923	0	0
PASV7516	0	0	0	0	0	0
PASV8065	0	0	0	0	0	0
PASV551	0.000393205	0	0	0	0	0
PASV764	0.000393205	0	0	0	0	0.000393205
PASV3226	0	0	0	0	0	0.001061655
PASV1082	0.000157282	0.000196603	0	0	0	0.000196603
PASV8067	0	0	0	0	0	0
